Account Owner,Company Name,Billing City,Billing Zip/Postal Code,Account Territory,Reseller,Product Name,Bundle Product,License Name,Status,Buy Price Currency,Buy Price,Quantity,Expiry Date,Sector
Emmanuel Adjah,UK BioBank,Stockport,SK3 0SA,North,Netcentrix Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3138.55,350.0,02/06/2025,Education
Emmanuel Adjah,St Joseph's Catholic Primary School,Stockport,SK5 6BG,North,MGL,ESET PROTECT Advanced On-Prem,,ESET PROTECT Advanced On-Prem,Active,GBP,1694.0,100.0,20/10/2025,Education
Emmanuel Adjah,Mossley Hollins High School,Stockport,SK5 7PN,North,Apex Network Solutions Limited,ESET Secure Authentication,,ESET Secure Authentication,Active,GBP,1645.8,120.0,07/02/2026,Education
Emmanuel Adjah,St Pauls' CE Primary, Stockport,Stockport,SK5 8AA,North,MGL,ESET LiveGuard Advanced for Endpoint Security + Server Security,ESET PROTECT Essential Plus On-Prem,EAV-0309924689,Active,GBP,490.0,100.0,06/03/2025,Education
Emmanuel Adjah,Ludworth Prmary,Stockport,SK6 5DU,North,Simply ICT Solutions Limited,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,1882.13,150.0,14/07/2025,Education
Emmanuel Adjah,Arden Software Ltd,Stockport,SK6 7JW,North,Apex Computing Services Ltd,ESET Mobile Threat Defense,ESET PROTECT Advanced,EAV-0430873943,Active,GBP,2554.44,370.0,16/07/2027,Business
Emmanuel Adjah,Unlimited Webhosting Limited,Stockport,SK7 5ER,North,Awareness Software Limited,ESET Full Disk Encryption,ESET PROTECT Advanced,EAV-0420329399,Active,GBP,1400.75,160.0,19/03/2027,Business
Emmanuel Adjah,The Shepherds Friendly Society Limited,Cheadle,SK8 1AL,North,Millgate Limited,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,284.49,120.0,23/09/2025,Business
Emmanuel Adjah,Human Appeal,Stockport,SK8 2BL,North,Risc Group IT Solutions Ltd,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,4188.93,460.0,25/07/2025,Business
Adam Smith,Simply ICT Solutions Limited,Cheadle,SK8 7LX,Grove North,Simply ICT Solutions Limited,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,2043.75,100.0,12/07/2027,Education
Matthew Bower,Translux International Ltd,Iver,SL0 9HL,South,Ingenuity IT Limited,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,170.44,140.0,04/10/2025,Business
Hannah Ballard,Avco,Slough,SL1 3UF,South,AVM IT,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,2514.01,150.0,29/04/2026,Business
Hannah Ballard,Glenholme Healthcare Group,Slough,SL16AA,South,Cybersupport Ltd,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,113.63,237.0,30/11/2025,Business
Matthew Bower,Pioneer Secondary Academy,Stoke Poges,SL25QP,South,Minerva Technologies UK LTD,ESET PROTECT Advanced On-Prem,,ESET PROTECT Advanced On-Prem,Active,GBP,1936.0,200.0,21/07/2025,Education
Hannah Ballard,Sunbeam Childrens Trust,Slough,SL3 6EZ,South,,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,2898.7,210.0,13/01/2026,Business
Hannah Ballard,Marish Primary School,Slough,SL3 8NZ,South,Softcat Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2723.84,360.0,06/11/2025,Education
Hannah Ballard,Ascot Racecourse Ltd,Ascot,SL5 7JX,South,Total Computer Networks,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,931.36,300.0,31/10/2026,Business
Hannah Ballard,Codefour Solutions Ltd,Maidenhead,SL6 0JQ,South,Grey Matter Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,4150.04,170.0,25/06/2028,Business
Matthew Hall,Rank Leisure Holdings Limited,Maidenhead,SL6 1AY,Midlands,Softcat Limited,ESET Secure Authentication,,ESET Secure Authentication,Active,GBP,2784.44,350.0,06/11/2025,Business
Hannah Ballard,Oldfield Primary School,Maidenhead,SL6 1UE,South,Turn IT on Limited,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1452.88,127.0,28/02/2026,Education
Hannah Ballard,Haulfryn Group Ltd,Maidenhead,SL6 4FL,South,Infinium,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,4510.45,245.0,17/06/2025,Business
Emmanuel Adjah,Haulfryn Ltd,Maidenhead,SL6 4FL,North,Infinium,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2761.5,150.0,10/04/2025,Business
Hannah Ballard,E H S Data Ltd,Marlow,SL7 1LW,South,Insight Direct (UK) Ltd,ESET Endpoint Security + Server Security,ESET PROTECT Entry On-Prem,EAV-0219510998,Active,GBP,1584.21,100.0,10/05/2025,Business
Hannah Ballard,Seabourne Group,Marlow,SL7 1LW,South,Softcat Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,138.21,310.0,11/10/2025,Business
Hannah Ballard,England Hockey,Marlow,SL7 1RR,South,Business I.T Support Team Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,4519.76,125.0,06/09/2025,Business
Hannah Ballard,The Ralph Veterinary Hospital,Marlow,SL7 1YG,South,Millstream Technology Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,3900.23,161.0,12/03/2026,Business
Matthew Bower,Tain Malta Ltd,Sliema,SLM1640,South,Darnok Systems - DO NOT CONTACT,ESET Endpoint Security + Server Security,ESET Secure Business,EAV-0252460090,Active,GBP,2555.94,150.0,07/04/2025,Business
Hayley Loader,The Banyard Group,Morden,SM4 4TS,,Elmbrook Computer Services,ESET LiveGuard Advanced for Cloud Office Security,ESET PROTECT Complete,EAV-0436906494,Active,GBP,92.24,108.0,05/08/2027,Business
Matthew Hall,Aster,Devizes,SN10 2AZ,Midlands,,ESET Endpoint Encryption - Standard Edition,ESET Endpoint Encryption - Standard Edition,QKJYC-4EPE3-DKTXJ-QNWQ9,Active,GBP,0.0,150.0,16/10/2043,Business
Matthew Bower,Woodlands Primary School,Devizes,SN10 2RT,South,Oakford Technology Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,850.5,100.0,30/03/2026,Education
Matthew Bower,Stratford Sub-Castle Primary School,Devizes,SN10 2RT,South,Oakford Technology Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,916.11,116.0,16/04/2026,Education
Matthew Bower,Ivy Lane Primary School,Devizes,SN10 2RT,South,Oakford Technology Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1139.67,134.0,30/03/2026,Education
Matthew Bower,Kings Lodge School, Chippenham,Devizes,SN10 2RT,South,Oakford Technology Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1173.69,138.0,10/04/2026,Education
Matthew Bower,West Moors School,Devizes,SN10 2RT,South,Oakford Technology Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,693.0,198.0,30/05/2025,Education
Matthew Bower,Rowdeford School,Devizes,SN10 2RT,South,Oakford Technology Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,2861.95,370.0,29/03/2026,Education
Darren Roberts,Aloeric Primary School,Devizes,SN10 2RT,,Oakford Technology Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,617.76,135.0,27/04/2026,Education
Alexis Bush-Walker,Nursteed Community Primary School,Devizes,SN10 3BF,South,Oakford Technology Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,263.38,130.0,11/01/2025,Education
Matthew Bower,Grant Associates,Calne,SN11 9BW,South,Merr IT,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,6703.5,164.0,20/08/2027,Business
Matthew Bower,Redland School,Chippenham,SN14 0JE,South,Oakford Technology Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1122.66,132.0,21/03/2026,Education
Matthew Bower,Nnr Global Logistics Uk Ltd,Chippenham,SN14 6RZ,South,Bechtle,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,5911.82,183.0,24/11/2027,Business
Matthew Bower,MOD (KFL),JAMESTOWN,SN14 6XN,South,Lumesca Group,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,2329.6,200.0,04/03/2027,Government
Matthew Bower,Stonewood Builders Ltd,Chippenham,SN14 7EY,South,DLIT Solutions Ltd,ESET PROTECT Elite,,ESET PROTECT Elite,Active,GBP,17546.1,220.0,13/07/2026,Business
Matthew Bower,National Milk Records,Chippenham,SN15 1BN,South,Novatech Ltd,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,5610.0,400.0,18/03/2025,Business
Kristopher Russell,Vysiion Ltd,Chippenham,SN15 1GG,South,Vysiion Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1250.0,250.0,01/07/2025,Business
Norman Cook,St Mary's RC Primary School,Chippenham,SN15 2AH,South,Oakford Technology Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,420.0,120.0,08/02/2025,Education
Matthew Bower,Notton House School,Chippenham,SN15 2NF,South,Oakford Technology Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,490.0,140.0,22/03/2025,Education
Matthew Bower,Chipside Ltd,Chippenham,SN15 5FD,South,Storm Technologies Limited,ESET Full Disk Encryption,ESET PROTECT Complete,EAV-0421504043,Active,GBP,1092.0,200.0,19/04/2027,Business
Matthew Bower,I M S M,Wiltshire,SN16 9AX,South,Planet IT Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,444.94,130.0,29/03/2025,Business
Matthew Bower,Noremarsh Junior School,Royal Wootton Bassett,SN4 8BT,South,Agile ICT Limited,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,557.7,120.0,28/07/2025,Education
Matthew Bower,Ven Digital,Swindon,SN5 6QR,South,Tailor Made Technologies,ESET Endpoint Encryption - Pro,ESET Endpoint Encryption - Pro,K9TMH-9M4F7-GKR6Q-RFKEW,Active,GBP,5511.15,111.0,05/08/2025,Business
Matthew Bower,PWG TRADING LIMITED,Swindon,SN6 8TY,South,Enhanced Computer Solutions Ltd,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,6140.34,230.0,27/08/2027,Business
Matthew Bower,Haine and Smith,Pewsey,SN95PZ,South,Priority IT,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,257.04,194.0,18/09/2025,Business
Hannah Ballard,Meachers Global Logisitics,Southampton,SO16 0YS,South,Integrity360 Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,7192.69,141.0,26/03/2027,Business
Hannah Ballard,Compass School - Southampton,Soton,SO16 9FQ,South,PSDL Ltd T/a CCC & SchoolCare,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,2479.75,100.0,04/12/2026,Education
Hannah Ballard,Sparsholt College Hampshire,Winchester,SO21 2NF,South,Pugh Computers Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,4440.4,136.0,01/09/2026,Education
Hannah Ballard,St Bede Primary,Winchester,SO23 7DD,South,Agile ICT Limited,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,711.91,275.0,06/02/2026,Education
Hannah Ballard,Kings Worthy Primary,Winchester,SO23 7QS,South,Agile ICT Limited,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1487.2,160.0,28/01/2025,Education
Matthew Bower,Sarisbury CE Junior School,Sarisbury Green,SO31 7AP,South,PSDL Ltd T/a CCC & SchoolCare,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,2838.89,112.0,03/01/2027,Education
Hannah Ballard,Locks Heath Junior School,Southampton,SO31 9NZ,South,PSDL Ltd T/a CCC & SchoolCare,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1495.81,125.0,15/11/2025,Education
Hannah Ballard,Bishops Waltham Junior,Southampton,SO32 1EP,South,Agile ICT Limited,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,697.13,150.0,20/06/2025,Education
Hannah Ballard,Swanmore Primary School,Southampton,SO32 2PA,South,Agile ICT Limited,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,511.23,110.0,10/06/2025,Education
Hannah Ballard,Testwood School,Southampton,SO40 3ZW,South,Agile ICT Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,298.53,400.0,27/08/2025,Education
Hannah Ballard,Pennington Junior School,Lymington,SO41 8HX,South,PSDL Ltd T/a CCC & SchoolCare,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,948.09,102.0,19/08/2025,Education
Hannah Ballard,Lymington Junior School,Hampshire,SO41 9GP,South,PSDL Ltd T/a CCC & SchoolCare,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1301.3,140.0,08/03/2025,Education
Hannah Ballard,Orchard Infant School,Southampton,SO45 4SB,South,Agile ICT Limited,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,929.5,100.0,28/11/2025,Education
Hannah Ballard,Orchard Junior School,Southampton,SO45 4SB,South,Agile ICT Limited,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,650.65,140.0,08/06/2025,Education
Hannah Ballard,Documation Software Ltd,Eastleigh,SO50 5AD,South,Integrity360 Limited,ESET PROTECT Essential,,ESET PROTECT Essential,Active,GBP,616.85,220.0,29/09/2025,Business
Hannah Ballard,Norwood Primary School,Eastleigh,SO50 5JL,South,PSDL Ltd T/a CCC & SchoolCare,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1570.86,169.0,11/04/2026,Education
Hannah Ballard,St Edwards School - Romsey,Romsey,SO51,South,Insight Direct (UK) Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2642.04,350.0,04/04/2026,Education
Hannah Ballard,Footner Ewing Solicitors,Romsey,SO51 8BX,South,Absolute IT,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,3055.41,115.0,15/05/2027,Business
Hannah Ballard,Federation of Fryern Infant and Junior Schools,Chandlers Ford,SO53 2LN,South,PSDL Ltd T/a CCC & SchoolCare,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,604.17,130.0,17/05/2025,Education
Hannah Ballard,Riomed,Eastleigh,SO53 3TG,South,Grey Matter Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2002.56,280.0,23/07/2025,Business
Matthew Bower,Vigo Primary School,Andover,SP10 1JZ,South,Agile ICT Limited,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,2038.19,141.0,15/12/2026,Education
Matthew Bower,Anton County Junior School,Andover,SP10 2HA,South,PSDL Ltd T/a CCC & SchoolCare,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,3291.13,130.0,07/12/2026,Education
Matthew Bower,CIL,Andover,SP10 3JL,South,Integrity360 Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,78.97,367.0,21/06/2025,Business
Matthew Bower,St Osmund's Catholic Primary,Salisbury,SP1 2SG,South,PSDL Ltd T/a CCC & SchoolCare,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2143.5,150.0,17/04/2028,Education
Matthew Bower,Greentrees Primary School,Salisbury,SP1 3GZ,South,Soft Egg,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2250.0,150.0,30/06/2026,Education
Matthew Bower,Moore-Wilson New Media Ltd,Salisbury,SP4 6EB,South,ANSecurity,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,3506.25,250.0,18/08/2025,Business
Matthew Bower,Amesbury Ce Primary School,Salisbury,SP4 7AX,South,Oakford Technology Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1020.6,120.0,30/03/2026,Education
Matthew Bower,Virginia Hayward Ltd,Shaftesbury,SP7 0QW,South,Softcat Limited,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,2612.8,160.0,10/06/2025,Business
Matthew Bower,Port Regis School,Shaftesbury,SP7 9NS,South,Blueloop Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,6964.69,425.0,10/02/2027,Education
Emmanuel Adjah,Springboard,Sunderland,SR4 6AD,North,Smart IT,ESET Mobile Threat Defense,ESET PROTECT Complete,EAV-0432316617,Active,GBP,1097.46,250.0,11/07/2026,Education
Emmanuel Adjah,Southwick Community Primary School,Sunderland,SR5 2JX,North,Plan-IT Office Solutions Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1166.4,128.0,24/11/2025,Education
Emmanuel Adjah,FALTEC Ltd,Sunderland,SR5 3FH,North,Integrity360 Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2316.6,150.0,01/06/2026,Business
Emmanuel Adjah,Wise Academies,Sunderland,SR5 4NX,North,Softcat Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,5355.81,330.0,11/06/2025,Education
Matthew Bower,Brown & Carroll,Westcliff on Sea,SS0 9JQ,South,Sapphire Computer Systems Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,4539.33,180.0,06/12/2025,Business
Hannah Ballard,Stockvale Ltd,Southend-on-Sea,SS1 1EE,South,Sprint Integration Ltd,ESET Mail Security,,ESET Mail Security,Active,GBP,2052.0,120.0,17/01/2026,Business
Emily Twigg,FS Mackenzie Ltd,Basildon,SS143AX,South,Cloud Digital Limited,ESET LiveGuard Advanced for Mail Security,ESET PROTECT Complete,EAV-0448120005,Active,GBP,187.58,102.0,14/06/2025,Business
Hannah Ballard,Southend Care,Southend-on-Sea,SS2 6PE,South,Sapphire Computer Systems Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2074.16,121.0,22/03/2026,Business
Jack Potter,Hanley St Luke's Primary School,Stoke-on-Trent,ST1 3QH,Midlands,CoRE Educational Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1108.08,114.0,14/02/2026,Education
Matthew Hall,DJH,Stoke-on-Trent,ST1 5SQ,Midlands,Simplex Solutions Ltd,ESET Endpoint Encryption - Pro,ESET Endpoint Encryption - Pro,GYRMA-3MWD6-KXMVJ-PNVPQ,Active,GBP,78.97,374.0,07/01/2027,Business
Jack Potter,Katharine House Hospice,Stafford,ST18 0LQ,Midlands,Millgate Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,5827.03,250.0,12/09/2026,Business
Jack Potter,Mec Com,Stafford,ST18 0PF,Midlands,AVM IT,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2925.0,110.0,22/11/2026,Business
Jack Potter,Abbey Hulton Primary,Stoke-on-Trent,ST2 8BS,Midlands,Plan-IT Office Solutions Ltd,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,832.04,122.0,06/04/2025,Education
Jack Potter,Don-Bur (Bodies & Trailers) Ltd,Longton,ST3 5BW,Midlands,MyPremier Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,9975.68,220.0,14/12/2026,Business
Jack Potter,Sandon Primary Academy,Stoke-on-Trent,ST3 7AW,Midlands,Laptop House LTD,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,2817.75,300.0,21/03/2026,Education
Nathan Holmes,Johnson Health Tech,Stoke on Trent,ST4 4DA,Midlands,HOBB COMPUTER SERVICES LTD,ESET Endpoint Security + Server Security,ESET PROTECT Entry,EAV-0273995715,Active,GBP,4129.3,170.0,02/05/2025,Business
Jack Potter,AWS Electronics Group,Newcastle-under-Lyme,ST5 0TW,Midlands,Create IT Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,3660.93,270.0,31/05/2025,Business
Jack Potter,Biocomposites,Newcastle,ST5 5NL,Midlands,Misco Technologies Limited T/a Misco,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,8557.52,450.0,20/05/2028,Business
Jack Potter,KMF GROUP LIMITED,NEWCASTLE UNDER LYME,ST5 7FU,Midlands,HOBB COMPUTER SERVICES LTD,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2720.68,160.0,09/06/2025,Business
Jack Potter,Burnwood Community School,Stoke-on-Trent,ST6 7LP,Midlands,CoRE Educational Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,2404.48,272.0,14/02/2026,Education
Jack Potter,Bank of St Helena Limited,St. Helena Island,STHL 1ZZ,Midlands,Servium Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,312.32,115.0,30/06/2026,Business
Hannah Ballard,Emanuel School,London,SW11 1HS,South,Softcat Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,15812.15,400.0,10/07/2026,Business
Matthew Hall,Oliver Bonas Ltd,London,SW11 1NG,Midlands,Wavenet Limited,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,4488.0,320.0,03/08/2025,Business
Hannah Ballard,Ccl Global,London,SW15 2SL,South,AVM IT,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1950.0,100.0,19/07/2025,Business
Hannah Ballard,Hitherfield Primary School,London,SW16 2JQ,South,PSDL Ltd T/a CCC & SchoolCare,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1463.74,210.0,04/10/2025,Education
Hannah Ballard,Cappagh,London,SW17 0HB,South,Softcat Limited,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1267.06,146.0,21/06/2025,Business
Hannah Ballard,Finton House School,London,SW17 7HL,South,Elmbrook Computer Services,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,0.0,200.0,14/09/2025,Education
Alexis Bush-Walker,Eveline Day Nursery,London,SW17 8QD,,Cara Networks,ESET Full Disk Encryption,ESET PROTECT Advanced,EAV-0468708256,Active,GBP,216.86,115.0,02/04/2027,Education
Hannah Ballard,The Roche School,London,SW18 1HW,South,Loguin Ltd,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,3276.0,150.0,15/01/2027,Education
Hannah Ballard,PSA Parts Ltd,London,SW19 2PX,South,Grey Matter Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,861.51,105.0,14/11/2025,Business
Hannah Ballard,Smartway Pharma,London,SW19 2RL,South,Cloud IT Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,4556.48,245.0,28/05/2026,Business
Hannah Ballard,Security Windows and Shutters,United Kingdom,SW1A 2AA,South,Bowker IT Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1684.52,122.0,23/09/2025,Business
Hannah Ballard,Ashleigh Signs Limited,United Kingdom,SW1A 2AA,South,Fivenines UK Limited,ESET Secure Authentication,,ESET Secure Authentication,Active,GBP,3242.11,125.0,18/01/2026,Business
Hannah Ballard,Ascot Care,United Kingdom,SW1A 2AA,South,CMC Digital Ltd,ESET Mail Security,,ESET Mail Security,Active,GBP,1388.48,170.0,05/12/2025,Business
Hannah Ballard,Foreign & Commonwealth Office,London,SW1A 2AH,South,Outbound Solutions & Computing Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,4185.6,100.0,07/06/2027,Business
Hannah Ballard,Small Luxury Hotels of the World,London,SW1P 1BB,South,Prime and Modern LTD,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,6088.25,175.0,27/01/2027,Business
Hannah Ballard,The Passage,London,SW1P 1NL,South,DLIT Solutions Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,102.88,212.0,10/06/2025,Business
Hannah Ballard,Henderson Park Capital Partners,London,SW1W 0EB,South,IT Mistry Limited,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,2543.25,100.0,25/09/2025,Business
Hannah Ballard,Dabicam S.A.S,London,SW1W 0EB,South,Aspen Solutions Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2153.97,140.0,18/10/2025,Business
Hannah Ballard,Lomar Shipping Limited,London,SW1W0HH,South,Strawberry Global Technology,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,1988.44,175.0,11/05/2025,Business
Hannah Ballard,LIbra Capital Ltd,London,SW1W 0HH,South,Touchstone Resources Ltd,ESET PROTECT Advanced On-Prem,,ESET PROTECT Advanced On-Prem,Active,GBP,7511.4,200.0,25/06/2027,Business
Hannah Ballard,Nudge Global,London,SW1W 9SH,South,OnIT Services Ltd,ESET PROTECT Enterprise,,ESET PROTECT Enterprise,Active,GBP,70.7,125.0,12/08/2025,Business
Hannah Ballard,CEX.IO LTD,London,SW1Y 4JS,South,AVM IT,ESET Mobile Threat Defense,ESET PROTECT Advanced,EAV-0426401532,Active,GBP,536.25,200.0,02/11/2025,Business
Hannah Ballard,St James Street Property Management,London,SW1Y 6JD,South,Softcat Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,1593.02,100.0,17/03/2026,Business
Hannah Ballard,Peter Harrington,London,SW3 6HS,South,Barrowtech Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3048.5,110.0,04/01/2027,Business
Hannah Ballard,Counter Terrorism Policing - SO15,London,SW6 1TR,South,Computacentre UK Ltd,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,8888.0,400.0,22/02/2027,Government
Hannah Ballard,L'Ecole des Petits,London,SW6 2NB,South,PC Express,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,850.5,100.0,21/12/2025,Education
Hannah Ballard,Geotechnical Consulting Group,London,SW7 5BE,South,Vitalytics Technology Services,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,1616.0,100.0,29/10/2025,Business
Jack Potter,D.R.E & Co, Chartered Accountants,Oswestry,SY11 2HG,Midlands,Connexinet LTD,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,576.47,100.0,05/07/2026,Business
Jack Potter,Marley Risk,Shrewsbury,SY13GZ,,Grey Matter Ltd,ESET PROTECT Elite,,ESET PROTECT Elite,Active,GBP,4445.23,120.0,06/04/2026,Business
Jack Potter,Bethphage,Shrewsbury,,SY1 3GZ,Midlands,Shropshire Computers Limited,ESET PROTECT,,ESET PROTECT,Active,GBP,5058.75,180.0,23/06/2028,
Jack Potter,Barlows UK Ltd,Malpas,SY14 8LU,Midlands,CCS Media Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,625.22,285.0,25/04/2026,Business
Jack Potter,Newmor Group Ltd,Welshpool,SY21 7BE,Midlands,Highlander Direct,ESET Mobile Threat Defense,ESET PROTECT Complete,EAV-0426310844,Active,GBP,813.96,200.0,13/10/2025,Business
